"Caller","Callee"
"android.net.NetworkStatsHistory.getStart()","android.net.NetworkStatsHistory.MAX_VALUE"
"android.net.NetworkStatsHistory.removeBucketsBefore(long)","android.net.NetworkStatsHistory.length"
"android.net.NetworkStatsHistory.writeVarLongArray(DataOutputStream, long[], int)","android.net.NetworkStatsHistory.length"
"android.net.NetworkStatsHistory.writeLongArray(Parcel, long[], int)","android.net.NetworkStatsHistory.length"
"android.net.NetworkStatsHistory.getValues(int, Entry)","android.net.NetworkStatsHistory.bucketDuration"
"android.net.NetworkStatsHistory.getValues(int, Entry)","android.net.NetworkStatsHistory.txPackets"
"android.net.NetworkStatsHistory.getValues(int, Entry)","android.net.NetworkStatsHistory.bucketStart"
"android.net.NetworkStatsHistory.getValues(int, Entry)","android.net.NetworkStatsHistory.operations"
"android.net.NetworkStatsHistory.getValues(int, Entry)","android.net.NetworkStatsHistory.activeTime"
"android.net.NetworkStatsHistory.getValues(int, Entry)","android.net.NetworkStatsHistory.rxPackets"
"android.net.NetworkStatsHistory.getValues(int, Entry)","android.net.NetworkStatsHistory.rxBytes"
"android.net.NetworkStatsHistory.getValues(int, Entry)","android.net.NetworkStatsHistory.txBytes"
"android.net.NetworkStatsHistory.recordEntireHistory(NetworkStatsHistory)","android.net.NetworkStatsHistory.bucketDuration"
"android.net.NetworkStatsHistory.recordEntireHistory(NetworkStatsHistory)","android.net.NetworkStatsHistory.txPackets"
"android.net.NetworkStatsHistory.recordEntireHistory(NetworkStatsHistory)","android.net.NetworkStatsHistory.bucketStart"
"android.net.NetworkStatsHistory.recordEntireHistory(NetworkStatsHistory)","android.net.NetworkStatsHistory.operations"
"android.net.NetworkStatsHistory.recordEntireHistory(NetworkStatsHistory)","android.net.NetworkStatsHistory.rxPackets"
"android.net.NetworkStatsHistory.recordEntireHistory(NetworkStatsHistory)","android.net.NetworkStatsHistory.rxBytes"
"android.net.NetworkStatsHistory.recordEntireHistory(NetworkStatsHistory)","android.net.NetworkStatsHistory.txBytes"
"android.net.NetworkStatsHistory.recordEntireHistory(NetworkStatsHistory)","android.net.NetworkStatsHistory.bucketCount"
"android.net.NetworkStatsHistory.generateRandom(long, long, long, long, long, long, long, Random)","android.net.NetworkStatsHistory.txPackets"
"android.net.NetworkStatsHistory.generateRandom(long, long, long, long, long, long, long, Random)","android.net.NetworkStatsHistory.operations"
"android.net.NetworkStatsHistory.generateRandom(long, long, long, long, long, long, long, Random)","android.net.NetworkStatsHistory.rxPackets"
"android.net.NetworkStatsHistory.generateRandom(long, long, long, long, long, long, long, Random)","android.net.NetworkStatsHistory.rxBytes"
