"Caller","Callee"
"android.bluetooth.BluetoothMasInstance.equals(Object)","android.bluetooth.BluetoothMasInstance.mId"
"android.bluetooth.BluetoothProfile.getConnectionState(BluetoothDevice)","android.bluetooth.BluetoothProfile.permission"
"android.bluetooth.BluetoothProfile.getConnectionState(BluetoothDevice)","android.bluetooth.BluetoothProfile.BLUETOOTH"
"android.bluetooth.BluetoothProfile.getConnectedDevices()","android.bluetooth.BluetoothProfile.permission"
"android.bluetooth.BluetoothProfile.getConnectedDevices()","android.bluetooth.BluetoothProfile.BLUETOOTH"
"android.bluetooth.BluetoothProfile.getDevicesMatchingConnectionStates(int[])","android.bluetooth.BluetoothProfile.permission"
"android.bluetooth.BluetoothProfile.getDevicesMatchingConnectionStates(int[])","android.bluetooth.BluetoothProfile.BLUETOOTH"
"android.print.PrinterInfo.equalsIgnoringStatus(PrinterInfo)","android.print.PrinterInfo.mCapabilities"
"android.print.PrinterInfo.equalsIgnoringStatus(PrinterInfo)","android.print.PrinterInfo.mDescription"
"android.print.PrinterInfo.equalsIgnoringStatus(PrinterInfo)","android.print.PrinterInfo.mInfoIntent"
"android.print.PrinterInfo.equalsIgnoringStatus(PrinterInfo)","android.print.PrinterInfo.mHasCustomPrinterIcon"
"android.print.PrinterInfo.equalsIgnoringStatus(PrinterInfo)","android.print.PrinterInfo.mId"
"android.print.PrinterInfo.equalsIgnoringStatus(PrinterInfo)","android.print.PrinterInfo.mIconResourceId"
"android.print.PrinterInfo.equalsIgnoringStatus(PrinterInfo)","android.print.PrinterInfo.mCustomPrinterIconGen"
"android.print.PrinterInfo.equalsIgnoringStatus(PrinterInfo)","android.print.PrinterInfo.mName"
"android.print.PrinterInfo.loadIcon(Context)","android.print.PrinterInfo.PRINT_SERVICE"
"android.print.PrinterInfo.loadIcon(Context)","android.print.PrinterInfo.applicationInfo"
"android.print.PrinterInfo.equals(Object)","android.print.PrinterInfo.mStatus"
"android.view.InputQueue.obtainActiveInputEvent(Object, FinishedInputEventCallback)","android.view.InputQueue.mToken"
"android.view.InputQueue.obtainActiveInputEvent(Object, FinishedInputEventCallback)","android.view.InputQueue.mCallback"
"android.view.InputQueue.finishInputEvent(long, boolean)","android.view.InputQueue.mToken"
"android.view.InputQueue.finishInputEvent(long, boolean)","android.view.InputQueue.mCallback"
"android.net.UidRange.containsRange(UidRange)","android.net.UidRange.stop"
"android.net.UidRange.containsRange(UidRange)","android.net.UidRange.start"
"android.net.UidRange.equals(Object)","android.net.UidRange.stop"
"android.net.UidRange.equals(Object)","android.net.UidRange.start"
"com.android.internal.widget.ActionBarContainer.getMeasuredHeightWithMargins(View)","com.android.internal.widget.ActionBarContainer.topMargin"
"com.android.internal.widget.ActionBarContainer.getMeasuredHeightWithMargins(View)","com.android.internal.widget.ActionBarContainer.bottomMargin"
"com.android.internal.widget.ActionBarContainer.onLayout(boolean, int, int, int, int)","com.android.internal.widget.ActionBarContainer.VISIBLE"
